URL: /documentation
Timestamp: Fri Mar 15 2024 18:24:46 GMT-0700 (Pacific Daylight Time)
::ffff:127.0.0.1 - - [24/Apr/2024:01:18:08 +0000] "GET /movies/Inception/director HTTP/1.1" 200 8 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:19:21 +0000] "GET /movies/Inception/director HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:19:22 +0000] "GET /movies/Inception/director HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:19:26 +0000] "GET /movies/Inception/director HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:19:37 +0000] "GET /movies/Inception/director HTTP/1.1" 200 8 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [24/Apr/2024:01:20:05 +0000] "GET /movies/Inception/director HTTP/1.1" 200 8 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [24/Apr/2024:01:20:46 +0000] "GET /movies/Terminator/director HTTP/1.1" 200 8 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [24/Apr/2024:01:25:23 +0000] "GET /directors HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:25:28 +0000] "GET /directors/ HTTP/1.1" 404 149 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:25:40 +0000] "GET /directors/Christoper%20Nolan HTTP/1.1" 500 1233 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:26:34 +0000] "GET /directors/Christoper%20Nolan HTTP/1.1" 500 1233 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:26:50 +0000] "GET /directors/Peter%20Jackson HTTP/1.1" 500 1233 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:26:53 +0000] "GET /directors/Peter%20Jackson HTTP/1.1" 500 1233 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:27:29 +0000] "GET /directors/Peter%20Jackson HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:27:38 +0000] "GET /directors/Peter%20Jackson HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:27:50 +0000] "GET /directors/Peter%20Jackson HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:27:57 +0000] "GET /directors/Peter%20Jackson HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:28:10 +0000] "GET /directors/Peter%20Jackson HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
